model_type,method,outcome,subset,panel,n_test,n_events_test,concordance_test,time_window,concordance_lower,concordance_upper
gbm,PopRI,mortality,all,all,1952,39,0.4683,all,,
gbm,PopRI,mortality,all,all,1952,39,0.4683,1,,
gbm,PopRI,mortality,all,all,1952,39,0.4683,2,,
gbm,PopRI,mortality,all,all,1952,39,0.4683,7,,
gbm,PopRI,mortality,all,all,1952,39,0.4683,14,,
gbm,PopRI,mortality,all,all,1952,39,0.4683,30,,
penalized_cox,PopRI,mortality,all,all,1952,39,0.659,1,0.4817,0.8612
penalized_cox,PopRI,mortality,all,all,1952,39,0.659,2,0.4817,0.8612
penalized_cox,PopRI,mortality,all,all,1952,39,0.659,7,0.4817,0.8612
penalized_cox,PopRI,mortality,all,all,1952,39,0.659,14,0.4817,0.8612
penalized_cox,PopRI,mortality,all,all,1952,39,0.659,30,0.4817,0.8612
gbm,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.4685,all,,
gbm,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.4685,1,,
gbm,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.4685,2,,
gbm,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.4685,7,,
gbm,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.4685,14,,
gbm,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.4685,30,,
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.6593,1,0.5088,0.8305
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.6593,2,0.5088,0.8305
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.6593,7,0.5088,0.8305
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.6593,14,0.5088,0.8305
penalized_cox,PopRI,mortality,all_eval_pop_normal,all,1949,39,0.6593,30,0.5088,0.8305
gbm,PopRI,mortality,all,CBC,1888,37,0.4612,all,,
gbm,PopRI,mortality,all,CBC,1888,37,0.4612,1,,
gbm,PopRI,mortality,all,CBC,1888,37,0.4612,2,,
gbm,PopRI,mortality,all,CBC,1888,37,0.4612,7,,
gbm,PopRI,mortality,all,CBC,1888,37,0.4612,14,,
gbm,PopRI,mortality,all,CBC,1888,37,0.4612,30,,
penalized_cox,PopRI,mortality,all,CBC,1888,37,0.7882,all,0.7149,0.8557
penalized_cox,PopRI,mortality,all,CBC,1888,37,0.7882,1,0.7149,0.8557
penalized_cox,PopRI,mortality,all,CBC,1888,37,0.7882,2,0.7149,0.8557
penalized_cox,PopRI,mortality,all,CBC,1888,37,0.7882,7,0.7149,0.8557
penalized_cox,PopRI,mortality,all,CBC,1888,37,0.7882,14,0.7149,0.8557
penalized_cox,PopRI,mortality,all,CBC,1888,37,0.7882,30,0.7149,0.8557
gbm,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4615,all,,
gbm,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4615,1,,
gbm,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4615,2,,
gbm,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4615,7,,
gbm,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4615,14,,
gbm,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4615,30,,
penalized_cox,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7883,all,0.7125,0.8702
penalized_cox,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7883,1,0.7125,0.8702
penalized_cox,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7883,2,0.7125,0.8702
penalized_cox,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7883,7,0.7125,0.8702
penalized_cox,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7883,14,0.7125,0.8702
penalized_cox,PopRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7883,30,0.7125,0.8702
gbm,PopRI,mortality,all,BMP,1876,39,0.3918,all,,
gbm,PopRI,mortality,all,BMP,1876,39,0.3918,1,,
gbm,PopRI,mortality,all,BMP,1876,39,0.3918,2,,
gbm,PopRI,mortality,all,BMP,1876,39,0.3918,7,,
gbm,PopRI,mortality,all,BMP,1876,39,0.3918,14,,
gbm,PopRI,mortality,all,BMP,1876,39,0.3918,30,,
penalized_cox,PopRI,mortality,all,BMP,1876,39,0.4619,all,0.308,0.7099
penalized_cox,PopRI,mortality,all,BMP,1876,39,0.4619,1,0.308,0.7099
penalized_cox,PopRI,mortality,all,BMP,1876,39,0.4619,2,0.308,0.7099
penalized_cox,PopRI,mortality,all,BMP,1876,39,0.4619,7,0.308,0.7099
penalized_cox,PopRI,mortality,all,BMP,1876,39,0.4619,14,0.308,0.7099
penalized_cox,PopRI,mortality,all,BMP,1876,39,0.4619,30,0.308,0.7099
gbm,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.3919,all,,
gbm,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.3919,1,,
gbm,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.3919,2,,
gbm,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.3919,7,,
gbm,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.3919,14,,
gbm,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.3919,30,,
penalized_cox,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.462,all,0.3082,0.7138
penalized_cox,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.462,1,0.3082,0.7138
penalized_cox,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.462,2,0.3082,0.7138
penalized_cox,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.462,7,0.3082,0.7138
penalized_cox,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.462,14,0.3082,0.7138
penalized_cox,PopRI,mortality,all_eval_pop_normal,BMP,1874,39,0.462,30,0.3082,0.7138
gbm,PopRI,mortality,all,HFP,1489,38,0.5581,all,,
gbm,PopRI,mortality,all,HFP,1489,38,0.5581,1,,
gbm,PopRI,mortality,all,HFP,1489,38,0.5581,2,,
gbm,PopRI,mortality,all,HFP,1489,38,0.5581,7,,
gbm,PopRI,mortality,all,HFP,1489,38,0.5581,14,,
gbm,PopRI,mortality,all,HFP,1489,38,0.5581,30,,
penalized_cox,PopRI,mortality,all,HFP,1489,38,0.6601,all,0.4954,0.8772
penalized_cox,PopRI,mortality,all,HFP,1489,38,0.6601,1,0.4954,0.8772
penalized_cox,PopRI,mortality,all,HFP,1489,38,0.6601,2,0.4954,0.8772
penalized_cox,PopRI,mortality,all,HFP,1489,38,0.6601,7,0.4954,0.8772
penalized_cox,PopRI,mortality,all,HFP,1489,38,0.6601,14,0.4954,0.8772
penalized_cox,PopRI,mortality,all,HFP,1489,38,0.6601,30,0.4954,0.8772
gbm,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.5581,all,,
gbm,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.5581,1,,
gbm,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.5581,2,,
gbm,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.5581,7,,
gbm,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.5581,14,,
gbm,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.5581,30,,
penalized_cox,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6601,all,0.4954,0.8772
penalized_cox,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6601,1,0.4954,0.8772
penalized_cox,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6601,2,0.4954,0.8772
penalized_cox,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6601,7,0.4954,0.8772
penalized_cox,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6601,14,0.4954,0.8772
penalized_cox,PopRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6601,30,0.4954,0.8772
gbm,PerRI,mortality,all,all,1952,39,0.4776,all,,
gbm,PerRI,mortality,all,all,1952,39,0.4776,1,,
gbm,PerRI,mortality,all,all,1952,39,0.4776,2,,
gbm,PerRI,mortality,all,all,1952,39,0.4776,7,,
gbm,PerRI,mortality,all,all,1952,39,0.4776,14,,
gbm,PerRI,mortality,all,all,1952,39,0.4776,30,,
penalized_cox,PerRI,mortality,all,all,1952,39,0.672,1,0.4779,0.8213
penalized_cox,PerRI,mortality,all,all,1952,39,0.672,2,0.4779,0.8213
penalized_cox,PerRI,mortality,all,all,1952,39,0.672,7,0.4779,0.8213
penalized_cox,PerRI,mortality,all,all,1952,39,0.672,14,0.4779,0.8213
penalized_cox,PerRI,mortality,all,all,1952,39,0.672,30,0.4779,0.8213
gbm,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.4779,all,,
gbm,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.4779,1,,
gbm,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.4779,2,,
gbm,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.4779,7,,
gbm,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.4779,14,,
gbm,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.4779,30,,
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.672,1,0.4704,0.8138
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.672,2,0.4704,0.8138
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.672,7,0.4704,0.8138
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.672,14,0.4704,0.8138
penalized_cox,PerRI,mortality,all_eval_pop_normal,all,1949,39,0.672,30,0.4704,0.8138
gbm,PerRI,mortality,all,CBC,1888,37,0.4972,all,,
gbm,PerRI,mortality,all,CBC,1888,37,0.4972,1,,
gbm,PerRI,mortality,all,CBC,1888,37,0.4972,2,,
gbm,PerRI,mortality,all,CBC,1888,37,0.4972,7,,
gbm,PerRI,mortality,all,CBC,1888,37,0.4972,14,,
gbm,PerRI,mortality,all,CBC,1888,37,0.4972,30,,
penalized_cox,PerRI,mortality,all,CBC,1888,37,0.7288,all,0.6374,0.8688
penalized_cox,PerRI,mortality,all,CBC,1888,37,0.7288,1,0.6374,0.8688
penalized_cox,PerRI,mortality,all,CBC,1888,37,0.7288,2,0.6374,0.8688
penalized_cox,PerRI,mortality,all,CBC,1888,37,0.7288,7,0.6374,0.8688
penalized_cox,PerRI,mortality,all,CBC,1888,37,0.7288,14,0.6374,0.8688
penalized_cox,PerRI,mortality,all,CBC,1888,37,0.7288,30,0.6374,0.8688
gbm,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4975,all,,
gbm,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4975,1,,
gbm,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4975,2,,
gbm,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4975,7,,
gbm,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4975,14,,
gbm,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.4975,30,,
penalized_cox,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7288,all,0.626,0.8907
penalized_cox,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7288,1,0.626,0.8907
penalized_cox,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7288,2,0.626,0.8907
penalized_cox,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7288,7,0.626,0.8907
penalized_cox,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7288,14,0.626,0.8907
penalized_cox,PerRI,mortality,all_eval_pop_normal,CBC,1885,37,0.7288,30,0.626,0.8907
gbm,PerRI,mortality,all,BMP,1876,39,0.441,all,,
gbm,PerRI,mortality,all,BMP,1876,39,0.441,1,,
gbm,PerRI,mortality,all,BMP,1876,39,0.441,2,,
gbm,PerRI,mortality,all,BMP,1876,39,0.441,7,,
gbm,PerRI,mortality,all,BMP,1876,39,0.441,14,,
gbm,PerRI,mortality,all,BMP,1876,39,0.441,30,,
penalized_cox,PerRI,mortality,all,BMP,1876,39,0.548,all,0.4392,0.6776
penalized_cox,PerRI,mortality,all,BMP,1876,39,0.548,1,0.4392,0.6776
penalized_cox,PerRI,mortality,all,BMP,1876,39,0.548,2,0.4392,0.6776
penalized_cox,PerRI,mortality,all,BMP,1876,39,0.548,7,0.4392,0.6776
penalized_cox,PerRI,mortality,all,BMP,1876,39,0.548,14,0.4392,0.6776
penalized_cox,PerRI,mortality,all,BMP,1876,39,0.548,30,0.4392,0.6776
gbm,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.4412,all,,
gbm,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.4412,1,,
gbm,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.4412,2,,
gbm,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.4412,7,,
gbm,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.4412,14,,
gbm,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.4412,30,,
penalized_cox,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.548,all,0.4328,0.6768
penalized_cox,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.548,1,0.4328,0.6768
penalized_cox,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.548,2,0.4328,0.6768
penalized_cox,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.548,7,0.4328,0.6768
penalized_cox,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.548,14,0.4328,0.6768
penalized_cox,PerRI,mortality,all_eval_pop_normal,BMP,1874,39,0.548,30,0.4328,0.6768
gbm,PerRI,mortality,all,HFP,1489,38,0.6147,all,,
gbm,PerRI,mortality,all,HFP,1489,38,0.6147,1,,
gbm,PerRI,mortality,all,HFP,1489,38,0.6147,2,,
gbm,PerRI,mortality,all,HFP,1489,38,0.6147,7,,
gbm,PerRI,mortality,all,HFP,1489,38,0.6147,14,,
gbm,PerRI,mortality,all,HFP,1489,38,0.6147,30,,
penalized_cox,PerRI,mortality,all,HFP,1489,38,0.6654,all,0.4363,0.8239
penalized_cox,PerRI,mortality,all,HFP,1489,38,0.6654,1,0.4363,0.8239
penalized_cox,PerRI,mortality,all,HFP,1489,38,0.6654,2,0.4363,0.8239
penalized_cox,PerRI,mortality,all,HFP,1489,38,0.6654,7,0.4363,0.8239
penalized_cox,PerRI,mortality,all,HFP,1489,38,0.6654,14,0.4363,0.8239
penalized_cox,PerRI,mortality,all,HFP,1489,38,0.6654,30,0.4363,0.8239
gbm,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6147,all,,
gbm,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6147,1,,
gbm,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6147,2,,
gbm,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6147,7,,
gbm,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6147,14,,
gbm,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6147,30,,
penalized_cox,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6654,all,0.4363,0.8239
penalized_cox,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6654,1,0.4363,0.8239
penalized_cox,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6654,2,0.4363,0.8239
penalized_cox,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6654,7,0.4363,0.8239
penalized_cox,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6654,14,0.4363,0.8239
penalized_cox,PerRI,mortality,all_eval_pop_normal,HFP,1489,38,0.6654,30,0.4363,0.8239
gbm,NORMA_334f7e21,mortality,all,all,1952,39,0.5468,all,,
gbm,NORMA_334f7e21,mortality,all,all,1952,39,0.5468,1,,
gbm,NORMA_334f7e21,mortality,all,all,1952,39,0.5468,2,,
gbm,NORMA_334f7e21,mortality,all,all,1952,39,0.5468,7,,
gbm,NORMA_334f7e21,mortality,all,all,1952,39,0.5468,14,,
gbm,NORMA_334f7e21,mortality,all,all,1952,39,0.5468,30,,
penalized_cox,NORMA_334f7e21,mortality,all,all,1952,39,0.7332,1,0.5025,0.8941
penalized_cox,NORMA_334f7e21,mortality,all,all,1952,39,0.7332,2,0.5025,0.8941
penalized_cox,NORMA_334f7e21,mortality,all,all,1952,39,0.7332,7,0.5025,0.8941
penalized_cox,NORMA_334f7e21,mortality,all,all,1952,39,0.7332,14,0.5025,0.8941
penalized_cox,NORMA_334f7e21,mortality,all,all,1952,39,0.7332,30,0.5025,0.8941
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.5468,all,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.5468,1,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.5468,2,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.5468,7,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.5468,14,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.5468,30,,
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.7332,1,0.5001,0.8989
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.7332,2,0.5001,0.8989
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.7332,7,0.5001,0.8989
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.7332,14,0.5001,0.8989
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,all,1949,39,0.7332,30,0.5001,0.8989
gbm,NORMA_334f7e21,mortality,all,CBC,1888,37,0.5401,all,,
gbm,NORMA_334f7e21,mortality,all,CBC,1888,37,0.5401,1,,
gbm,NORMA_334f7e21,mortality,all,CBC,1888,37,0.5401,2,,
gbm,NORMA_334f7e21,mortality,all,CBC,1888,37,0.5401,7,,
gbm,NORMA_334f7e21,mortality,all,CBC,1888,37,0.5401,14,,
gbm,NORMA_334f7e21,mortality,all,CBC,1888,37,0.5401,30,,
penalized_cox,NORMA_334f7e21,mortality,all,CBC,1888,37,0.811,all,0.7295,0.8632
penalized_cox,NORMA_334f7e21,mortality,all,CBC,1888,37,0.811,1,0.7295,0.8632
penalized_cox,NORMA_334f7e21,mortality,all,CBC,1888,37,0.811,2,0.7295,0.8632
penalized_cox,NORMA_334f7e21,mortality,all,CBC,1888,37,0.811,7,0.7295,0.8632
penalized_cox,NORMA_334f7e21,mortality,all,CBC,1888,37,0.811,14,0.7295,0.8632
penalized_cox,NORMA_334f7e21,mortality,all,CBC,1888,37,0.811,30,0.7295,0.8632
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.5404,all,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.5404,1,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.5404,2,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.5404,7,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.5404,14,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.5404,30,,
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.8111,all,0.7331,0.8727
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.8111,1,0.7331,0.8727
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.8111,2,0.7331,0.8727
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.8111,7,0.7331,0.8727
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.8111,14,0.7331,0.8727
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,CBC,1885,37,0.8111,30,0.7331,0.8727
gbm,NORMA_334f7e21,mortality,all,BMP,1876,39,0.3345,all,,
gbm,NORMA_334f7e21,mortality,all,BMP,1876,39,0.3345,1,,
gbm,NORMA_334f7e21,mortality,all,BMP,1876,39,0.3345,2,,
gbm,NORMA_334f7e21,mortality,all,BMP,1876,39,0.3345,7,,
gbm,NORMA_334f7e21,mortality,all,BMP,1876,39,0.3345,14,,
gbm,NORMA_334f7e21,mortality,all,BMP,1876,39,0.3345,30,,
penalized_cox,NORMA_334f7e21,mortality,all,BMP,1876,39,0.444,all,0.3096,0.6718
penalized_cox,NORMA_334f7e21,mortality,all,BMP,1876,39,0.444,1,0.3096,0.6718
penalized_cox,NORMA_334f7e21,mortality,all,BMP,1876,39,0.444,2,0.3096,0.6718
penalized_cox,NORMA_334f7e21,mortality,all,BMP,1876,39,0.444,7,0.3096,0.6718
penalized_cox,NORMA_334f7e21,mortality,all,BMP,1876,39,0.444,14,0.3096,0.6718
penalized_cox,NORMA_334f7e21,mortality,all,BMP,1876,39,0.444,30,0.3096,0.6718
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.3345,all,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.3345,1,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.3345,2,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.3345,7,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.3345,14,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.3345,30,,
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.4441,all,0.3158,0.6885
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.4441,1,0.3158,0.6885
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.4441,2,0.3158,0.6885
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.4441,7,0.3158,0.6885
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.4441,14,0.3158,0.6885
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,BMP,1874,39,0.4441,30,0.3158,0.6885
gbm,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7922,all,,
gbm,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7922,1,,
gbm,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7922,2,,
gbm,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7922,7,,
gbm,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7922,14,,
gbm,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7922,30,,
penalized_cox,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7522,all,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7522,1,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7522,2,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7522,7,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7522,14,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all,HFP,1489,38,0.7522,30,0.4772,0.9216
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7922,all,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7922,1,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7922,2,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7922,7,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7922,14,,
gbm,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7922,30,,
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7522,all,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7522,1,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7522,2,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7522,7,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7522,14,0.4772,0.9216
penalized_cox,NORMA_334f7e21,mortality,all_eval_pop_normal,HFP,1489,38,0.7522,30,0.4772,0.9216
gbm,PopRI,prolonged_los,all,all,1952,1390,0.6393,all,,
gbm,PopRI,prolonged_los,all,all,1952,1390,0.6393,1,,
gbm,PopRI,prolonged_los,all,all,1952,1390,0.6393,2,,
gbm,PopRI,prolonged_los,all,all,1952,1390,0.6393,7,,
gbm,PopRI,prolonged_los,all,all,1952,1390,0.6393,14,,
gbm,PopRI,prolonged_los,all,all,1952,1390,0.6393,30,,
penalized_cox,PopRI,prolonged_los,all,all,1952,1390,0.6446,1,0.6256,0.6607
penalized_cox,PopRI,prolonged_los,all,all,1952,1390,0.6446,2,0.6256,0.6607
penalized_cox,PopRI,prolonged_los,all,all,1952,1390,0.6446,7,0.6256,0.6607
penalized_cox,PopRI,prolonged_los,all,all,1952,1390,0.6446,14,0.6256,0.6607
penalized_cox,PopRI,prolonged_los,all,all,1952,1390,0.6446,30,0.6256,0.6607
gbm,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6393,all,,
gbm,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6393,1,,
gbm,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6393,2,,
gbm,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6393,7,,
gbm,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6393,14,,
gbm,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6393,30,,
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6446,1,0.6264,0.6594
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6446,2,0.6264,0.6594
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6446,7,0.6264,0.6594
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6446,14,0.6264,0.6594
penalized_cox,PopRI,prolonged_los,all_eval_pop_normal,all,1951,1390,0.6446,30,0.6264,0.6594
gbm,PopRI,prolonged_los,all,CBC,1893,1360,0.5993,all,,
gbm,PopRI,prolonged_los,all,CBC,1893,1360,0.5993,1,,
gbm,PopRI,prolonged_los,all,CBC,1893,1360,0.5993,2,,
gbm,PopRI,prolonged_los,all,CBC,1893,1360,0.5993,7,,
gbm,PopRI,prolonged_los,all,CBC,1893,1360,0.5993,14,,
gbm,PopRI,prolonged_los,all,CBC,1893,1360,0.5993,30,,
penalized_cox,PopRI,prolonged_los,all,CBC,1893,1360,0.6085,all,0.589,0.628
penalized_cox,PopRI,prolonged_los,all,CBC,1893,1360,0.6085,1,0.589,0.628
penalized_cox,PopRI,prolonged_los,all,CBC,1893,1360,0.6085,2,0.589,0.628
penalized_cox,PopRI,prolonged_los,all,CBC,1893,1360,0.6085,7,0.589,0.628
penalized_cox,PopRI,prolonged_los,all,CBC,1893,1360,0.6085,14,0.589,0.628
penalized_cox,PopRI,prolonged_los,all,CBC,1893,1360,0.6085,30,0.589,0.628
